Brand_ID,Brand_Name,Country,Year,Sustainability_Rating,Material_Type,Eco_Friendly_Manufacturing,Waste_Production_KG,Recycling_Programs,Product_Lines,Average_Price_USD,Market_Trend,Certifications,Carbon_Footprint_KG,Water_Usage_KG,Recycling_Programs_Encoded
BRAND-1506,Brand_1506,Japan,2011,0.6048702968702504,Hemp,Yes,72241.7,No,10,327.4,Stable,GOTS,267590.0,1740381.41,2
BRAND-1507,Brand_1507,UK,2013,0.42016101785423055,Organic Cotton,Yes,7060.52,No,19,472.79,Declining,B Corp,40570.0,1892511.24,2
BRAND-1508,Brand_1508,Italy,2014,0.6567115563833859,Recycled Polyester,No,89776.11,No,5,246.32,Growing,Fair Trade,425520.0,1209969.82,2
BRAND-1509,Brand_1509,China,2010,0.6209881573538079,Recycled Polyester,Yes,71359.65,No,13,84.07,Stable,GOTS,481620.0,2517976.37,2
BRAND-1510,Brand_1510,UK,2020,0.3368552937678486,Bamboo Fabric,No,25713.35,Yes,18,194.35,Stable,OEKO-TEX,386150.0,1140265.19,1
BRAND-1511,Brand_1511,Australia,2013,0.34242977463878044,Recycled Polyester,Yes,85252.53,No,3,47.56,Declining,B Corp,76520.0,475444.45,2
BRAND-1512,Brand_1512,India,2010,0.3257671595955459,Recycled Polyester,Yes,1254.44,No,5,27.02,Declining,Fair Trade,296710.0,2309083.83,2
BRAND-1513,Brand_1513,France,2014,0.6332006378022179,Hemp,No,66949.87,No,1,305.91,Declining,OEKO-TEX,416030.0,1326655.19,2
BRAND-1514,Brand_1514,USA,2024,0.587036194530211,Organic Cotton,Yes,32284.44,No,19,297.32,Stable,Fair Trade,292530.0,3421598.96,2
BRAND-1515,Brand_1515,UK,2010,0.6371183791251159,Recycled Polyester,No,79623.61,No,10,151.57,Declining,GOTS,379570.0,2762003.31,2
BRAND-1516,Brand_1516,India,2010,0.6525572116394194,Tencel,No,72342.79,No,19,208.01,Stable,Fair Trade,390440.0,2745393.53,2
BRAND-1517,Brand_1517,India,2021,0.5568016134183488,Bamboo Fabric,No,95249.54,Yes,15,121.54,Growing,B Corp,217840.0,4721838.24,1
BRAND-1518,Brand_1518,China,2019,0.679609747836602,Organic Cotton,No,5100.69,No,13,423.48,Stable,B Corp,407320.0,4227918.62,2
BRAND-1519,Brand_1519,France,2022,0.2255872154911013,Organic Cotton,No,22503.48,Yes,20,158.29,Declining,GOTS,8740.0,3154014.39,1
BRAND-1520,Brand_1520,Italy,2014,0.563178627547552,Tencel,No,82020.89,No,10,382.77,Declining,GOTS,38170.0,2111592.79,2
BRAND-1521,Brand_1521,France,2011,0.32491067196807344,Organic Cotton,No,25458.8,No,11,95.09,Stable,Fair Trade,31100.0,3044748.75,2
BRAND-1522,Brand_1522,USA,2010,0.6863239084581315,Recycled Polyester,Yes,73303.33,No,19,265.54,Stable,Fair Trade,335180.0,3354526.31,2
BRAND-1523,Brand_1523,Japan,2021,0.5003777456546694,Bamboo Fabric,No,58130.34,No,16,45.63,Stable,Fair Trade,292350.0,2968125.06,2
BRAND-1524,Brand_1524,Germany,2017,0.6602543252025403,Bamboo Fabric,Yes,51931.98,No,6,438.64,Stable,B Corp,308660.0,2327005.37,2
BRAND-1525,Brand_1525,Germany,2023,0.2865284926811561,Vegan Leather,No,56640.67,Yes,12,241.93,Stable,OEKO-TEX,47270.0,1461530.72,1
BRAND-1526,Brand_1526,Germany,2017,0.42768343368853246,Tencel,Yes,37427.95,Yes,2,111.99,Declining,OEKO-TEX,378530.0,3391057.16,1
BRAND-1527,Brand_1527,France,2018,0.4870284539532347,Bamboo Fabric,No,24144.85,Yes,3,458.97,Stable,B Corp,473000.0,702558.5,1
BRAND-1528,Brand_1528,France,2016,0.7098356726097237,Vegan Leather,Yes,91003.42,No,9,265.95,Declining,Fair Trade,239380.0,3923165.51,2
BRAND-1529,Brand_1529,Australia,2014,0.18132419347603387,Tencel,Yes,27420.66,Yes,7,91.4,Declining,GOTS,209770.0,665356.14,1
BRAND-1530,Brand_1530,India,2024,0.6120754747695044,Bamboo Fabric,No,76938.13,No,8,371.63,Stable,Fair Trade,185950.0,2014467.61,2
BRAND-1531,Brand_1531,Brazil,2019,0.5022145494977845,Bamboo Fabric,Yes,32313.41,Yes,18,466.29,Growing,B Corp,42480.0,4866334.59,1
BRAND-1532,Brand_1532,Brazil,2021,0.6177039566516125,Hemp,Yes,33327.49,No,9,495.88,Declining,OEKO-TEX,18170.0,4687639.25,2
BRAND-1533,Brand_1533,India,2022,0.6062656220253273,Hemp,No,76222.61,No,4,457.6,Growing,GOTS,14960.0,2747754.46,2
BRAND-1534,Brand_1534,France,2022,0.46581635814002875,Vegan Leather,Yes,64836.29,Yes,2,360.51,Stable,B Corp,360680.0,396802.51,1
BRAND-1535,Brand_1535,Japan,2010,0.3989105463592748,Tencel,Yes,6242.48,Yes,13,84.28,Growing,OEKO-TEX,349760.0,4923010.75,1
BRAND-1536,Brand_1536,Japan,2023,0.5986195225691708,Bamboo Fabric,No,91750.19,No,3,189.9,Declining,Fair Trade,442430.0,321662.08,2
BRAND-1537,Brand_1537,Japan,2010,0.5623448500460562,Bamboo Fabric,No,17563.63,No,11,496.9,Declining,Fair Trade,172650.0,2753335.71,2
BRAND-1538,Brand_1538,India,2013,0.5984930725688198,Recycled Polyester,No,61479.81,Yes,11,196.26,Declining,Fair Trade,382540.0,4832096.67,1
BRAND-1539,Brand_1539,India,2017,0.3850606802557861,Organic Cotton,No,32590.84,No,1,193.46,Declining,OEKO-TEX,236280.0,849169.66,2
BRAND-1540,Brand_1540,China,2019,0.6144900761113147,Organic Cotton,Yes,5073.08,Yes,12,481.06,Stable,OEKO-TEX,399180.0,4820558.13,1
BRAND-1541,Brand_1541,UK,2016,0.2457784211041877,Tencel,No,14968.6,Yes,19,107.36,Growing,B Corp,161780.0,2944510.86,1
BRAND-1542,Brand_1542,USA,2013,0.5933160763495395,Hemp,No,18389.46,Yes,6,472.89,Declining,GOTS,471310.0,3076397.32,1
BRAND-1543,Brand_1543,France,2020,0.3753497348688575,Recycled Polyester,Yes,49775.13,Yes,20,370.44,Stable,GOTS,189230.0,880450.07,1
BRAND-1544,Brand_1544,USA,2014,0.21160254692651378,Vegan Leather,Yes,9113.8,Yes,12,155.04,Stable,GOTS,206950.0,1569178.86,1
BRAND-1545,Brand_1545,Italy,2014,0.2931606751630894,Bamboo Fabric,No,23176.69,Yes,17,262.04,Growing,OEKO-TEX,329770.0,213015.57,1
BRAND-1546,Brand_1546,UK,2015,0.4533806892794434,Recycled Polyester,No,18671.28,Yes,8,204.75,Growing,OEKO-TEX,308520.0,4592356.44,1
BRAND-1547,Brand_1547,UK,2015,0.3198976167222506,Organic Cotton,No,55125.12,Yes,20,238.75,Growing,GOTS,152890.0,1203718.8,1
BRAND-1548,Brand_1548,UK,2017,0.43848896671213033,Recycled Polyester,Yes,10392.15,No,3,225.92,Declining,GOTS,297710.0,2109957.56,2
BRAND-1549,Brand_1549,India,2019,0.389948759465629,Vegan Leather,No,22135.25,No,12,371.56,Declining,GOTS,127490.0,699003.53,2
BRAND-1550,Brand_1550,UK,2010,0.39029861590134785,Hemp,No,48518.84,Yes,16,73.89,Growing,GOTS,332420.0,2922658.85,1
BRAND-1551,Brand_1551,USA,2021,0.7168723096135386,Hemp,No,39383.42,No,18,419.78,Declining,GOTS,442070.0,2987909.88,2
BRAND-1552,Brand_1552,France,2010,0.6531872958258614,Recycled Polyester,No,80816.77,Yes,4,332.67,Declining,B Corp,482990.0,2570032.49,1
BRAND-1553,Brand_1553,USA,2011,0.4285369786467138,Bamboo Fabric,Yes,29852.18,No,16,66.51,Growing,Fair Trade,261329.99999999997,2970678.39,2
BRAND-1554,Brand_1554,Italy,2018,0.42176446128080813,Vegan Leather,No,45613.55,Yes,5,440.1,Stable,GOTS,269140.0,521497.63,1
BRAND-1555,Brand_1555,India,2023,0.2948440952557456,Hemp,Yes,62118.45,Yes,5,267.05,Declining,GOTS,107660.0,491572.15,1
BRAND-1556,Brand_1556,UK,2023,0.34996271366505183,Organic Cotton,Yes,60434.31,Yes,15,269.73,Growing,GOTS,218490.0,581842.78,1
BRAND-1557,Brand_1557,India,2023,0.6823139219019173,Vegan Leather,No,64949.45,No,9,472.42,Growing,GOTS,115800.0,3724933.9,2
BRAND-1558,Brand_1558,India,2018,0.4441994867685358,Bamboo Fabric,Yes,6869.23,Yes,18,221.48,Growing,GOTS,458900.0,3300346.71,1
BRAND-1559,Brand_1559,USA,2015,0.5282669456753627,Organic Cotton,No,11792.75,Yes,9,205.03,Growing,GOTS,479620.0,4772272.59,1
BRAND-1560,Brand_1560,UK,2019,0.535924487931639,Hemp,Yes,86570.07,No,3,186.75,Stable,GOTS,120990.0,2538392.36,2
BRAND-1561,Brand_1561,China,2010,0.559830605993197,Tencel,No,96089.04,No,12,237.14,Stable,OEKO-TEX,262980.0,606756.52,2
BRAND-1562,Brand_1562,Brazil,2012,0.40259700730880654,Organic Cotton,Yes,27607.47,No,10,38.17,Declining,OEKO-TEX,412270.0,1320311.05,2
BRAND-1563,Brand_1563,Italy,2022,0.39597180899082896,Hemp,No,39817.12,Yes,20,158.0,Growing,GOTS,241380.0,3508178.89,1
BRAND-1564,Brand_1564,UK,2020,0.4121009535790815,Vegan Leather,No,50759.08,No,19,135.66,Declining,GOTS,55970.0,2928250.22,2
BRAND-1565,Brand_1565,China,2021,0.36158453609374674,Tencel,Yes,76565.77,No,9,54.69,Declining,GOTS,115600.0,839377.92,2
BRAND-1566,Brand_1566,Brazil,2011,0.48538430037243663,Vegan Leather,No,49212.06,No,5,79.79,Growing,OEKO-TEX,474540.0,908742.62,2
BRAND-1567,Brand_1567,France,2020,0.5024839544155494,Hemp,No,41021.0,No,1,263.84,Stable,B Corp,269150.0,1809793.05,2
BRAND-1568,Brand_1568,Brazil,2016,0.4414740796964127,Recycled Polyester,No,17487.03,Yes,13,457.09,Growing,Fair Trade,454630.0,288504.22,1
BRAND-1569,Brand_1569,Italy,2015,0.4864728478871605,Recycled Polyester,Yes,82669.99,Yes,17,483.02,Growing,GOTS,67370.0,1606135.77,1
BRAND-1570,Brand_1570,Japan,2020,0.40997635607369165,Organic Cotton,Yes,7726.82,No,4,23.84,Stable,GOTS,188120.0,4868456.84,2
BRAND-1571,Brand_1571,China,2012,0.41391471335964325,Recycled Polyester,No,24856.04,No,3,23.82,Declining,Fair Trade,227610.0,3701057.21,2
BRAND-1572,Brand_1572,USA,2014,0.41696520117953395,Recycled Polyester,Yes,24680.16,Yes,8,166.44,Stable,GOTS,213560.0,4890661.3,1
BRAND-1573,Brand_1573,India,2010,0.3751507537473332,Recycled Polyester,No,59876.85,Yes,2,51.82,Growing,Fair Trade,184980.0,3755860.58,1
BRAND-1574,Brand_1574,Australia,2018,0.0551240045734373,Recycled Polyester,Yes,12358.51,Yes,8,89.53,Stable,OEKO-TEX,61740.0,292051.34,1
BRAND-1575,Brand_1575,Japan,2018,0.26111835351371504,Recycled Polyester,Yes,79356.97,Yes,5,193.82,Declining,GOTS,21900.0,560535.45,1
BRAND-1576,Brand_1576,Italy,2020,0.6338576888177596,Vegan Leather,No,89698.1,Yes,1,391.21,Stable,GOTS,397520.0,1971072.37,1
BRAND-1577,Brand_1577,China,2016,0.40850616803819273,Hemp,No,15314.4,Yes,12,398.38,Growing,B Corp,274510.0,2136293.68,1
BRAND-1578,Brand_1578,Japan,2024,0.6119202623358484,Tencel,No,68954.21,No,15,486.45,Stable,OEKO-TEX,263330.0,426792.39,2
BRAND-1579,Brand_1579,USA,2010,0.4913698068993019,Organic Cotton,Yes,69322.79,No,8,499.55,Growing,B Corp,1960.0,386433.72,2
BRAND-1580,Brand_1580,Australia,2014,0.6510824524626024,Tencel,Yes,28999.32,No,7,465.11,Stable,GOTS,110550.0,4992362.37,2
BRAND-1581,Brand_1581,China,2021,0.3983651516014455,Hemp,No,20748.05,No,14,214.17,Growing,Fair Trade,223910.0,1623362.63,2
BRAND-1582,Brand_1582,Australia,2010,0.46237432384275234,Vegan Leather,Yes,84757.16,Yes,20,392.51,Growing,GOTS,21830.0,2406491.41,1
BRAND-1583,Brand_1583,India,2015,0.38135183939267114,Vegan Leather,No,1451.18,Yes,5,65.73,Growing,Fair Trade,448690.0,3994682.68,1
BRAND-1584,Brand_1584,UK,2017,0.5246171496219575,Organic Cotton,No,59787.36,Yes,6,225.05,Declining,OEKO-TEX,440920.0,2486904.74,1
BRAND-1585,Brand_1585,China,2010,0.46780301572630867,Tencel,Yes,24136.88,No,12,199.64,Stable,GOTS,74010.0,4562674.64,2
BRAND-1586,Brand_1586,Italy,2023,0.6914191171645,Bamboo Fabric,Yes,60271.64,Yes,18,379.78,Declining,OEKO-TEX,477930.0,3946886.53,1
BRAND-1587,Brand_1587,Germany,2023,0.4929834606913531,Bamboo Fabric,Yes,31257.86,Yes,9,356.65,Declining,B Corp,294250.0,3343129.6,1
BRAND-1588,Brand_1588,Brazil,2024,0.28102102306942456,Bamboo Fabric,No,41449.63,Yes,18,354.47,Growing,OEKO-TEX,15660.0,1241123.76,1
BRAND-1589,Brand_1589,Italy,2012,0.30120154327170734,Bamboo Fabric,No,46326.37,Yes,10,183.73,Stable,B Corp,217600.0,1177582.9,1
BRAND-1590,Brand_1590,Australia,2013,0.5636823648486317,Hemp,Yes,92699.86,No,3,36.71,Growing,GOTS,89120.0,4705305.47,2
BRAND-1591,Brand_1591,Brazil,2024,0.47618438762237436,Vegan Leather,No,4105.03,Yes,4,494.3,Stable,GOTS,276080.0,3084236.05,1
BRAND-1592,Brand_1592,Italy,2018,0.33291392004366327,Tencel,Yes,95882.35,Yes,17,256.38,Growing,GOTS,55650.0,239950.07,1
BRAND-1593,Brand_1593,USA,2016,0.7579549175873329,Hemp,Yes,99947.85,No,5,462.33,Growing,OEKO-TEX,95450.0,3870768.06,2
BRAND-1594,Brand_1594,USA,2015,0.43080010580931993,Tencel,Yes,67509.8,Yes,12,161.51,Growing,B Corp,442280.0,798605.46,1
BRAND-1595,Brand_1595,UK,2011,0.5557968220920985,Tencel,Yes,18475.41,No,13,467.99,Growing,GOTS,250790.0,2088462.12,2
BRAND-1596,Brand_1596,India,2019,0.5039420769889701,Tencel,No,65275.9,Yes,17,335.07,Growing,GOTS,310850.0,1937777.02,1
BRAND-1597,Brand_1597,Brazil,2014,0.47324594561045563,Recycled Polyester,No,46559.31,No,15,72.73,Growing,GOTS,474540.0,861661.04,2
BRAND-1598,Brand_1598,Australia,2015,0.9261357608381581,Recycled Polyester,Yes,98293.52,No,10,458.13,Declining,OEKO-TEX,419430.0,4245253.25,2
BRAND-1599,Brand_1599,Germany,2014,0.5546838307303041,Hemp,Yes,86608.61,No,12,254.29,Growing,B Corp,6540.0,3370926.55,2
BRAND-1600,Brand_1600,Japan,2018,0.4579826060673283,Organic Cotton,Yes,11648.67,No,12,97.3,Growing,B Corp,339130.0,3385389.23,2
BRAND-1601,Brand_1601,Japan,2021,0.23679428570678604,Hemp,Yes,11543.62,No,6,123.26,Stable,B Corp,164750.0,260335.81,2
BRAND-1602,Brand_1602,Italy,2016,0.5439256186869459,Organic Cotton,Yes,79683.38,No,20,202.62,Stable,B Corp,374350.0,333217.47,2
BRAND-1603,Brand_1603,UK,2018,0.34613339789798114,Recycled Polyester,No,17364.91,No,2,33.26,Stable,GOTS,356400.0,1266144.0,2
BRAND-1604,Brand_1604,France,2010,0.5843959923471368,Bamboo Fabric,Yes,19705.94,Yes,15,464.96,Growing,Fair Trade,474950.0,2871380.04,1
BRAND-1605,Brand_1605,Brazil,2021,0.2273552732297998,Tencel,Yes,54018.31,Yes,4,167.81,Declining,Fair Trade,45890.0,1148933.29,1
BRAND-1606,Brand_1606,UK,2018,0.34273894306000774,Bamboo Fabric,Yes,28678.34,No,5,43.41,Declining,Fair Trade,36250.0,3746140.75,2
BRAND-1607,Brand_1607,France,2015,0.2709902673198137,Bamboo Fabric,Yes,34875.11,No,6,109.34,Declining,GOTS,122830.0,379731.66,2
BRAND-1608,Brand_1608,Brazil,2024,0.5810561406106735,Vegan Leather,No,73068.89,No,15,166.12,Declining,Fair Trade,460050.0,957216.49,2
BRAND-1609,Brand_1609,Italy,2010,0.31344589748406915,Recycled Polyester,Yes,19305.91,Yes,15,132.24,Growing,GOTS,55460.0,4948280.56,1
BRAND-1610,Brand_1610,France,2024,0.3878313860254411,Organic Cotton,No,6275.35,Yes,12,289.48,Declining,GOTS,385950.0,2175559.58,1
BRAND-1611,Brand_1611,Japan,2013,0.1691619229146846,Hemp,Yes,12596.07,Yes,18,63.52,Declining,GOTS,95310.0,2593087.23,1
BRAND-1612,Brand_1612,France,2013,0.4993588854370228,Bamboo Fabric,Yes,14083.68,Yes,17,272.57,Declining,B Corp,379430.0,4355316.85,1
BRAND-1613,Brand_1613,Australia,2016,0.26274752105904975,Recycled Polyester,Yes,19923.58,Yes,14,80.86,Growing,Fair Trade,466270.0,266779.15,1
BRAND-1614,Brand_1614,Germany,2014,0.5139023311938339,Recycled Polyester,No,29097.83,Yes,11,453.04,Stable,B Corp,416750.0,1644365.03,1
BRAND-1615,Brand_1615,UK,2018,0.7709011975819766,Hemp,No,79717.17,No,9,326.09,Stable,GOTS,267240.0,4847632.25,2
BRAND-1616,Brand_1616,France,2023,0.25165785306869837,Vegan Leather,Yes,77938.53,Yes,7,26.92,Growing,GOTS,225820.0,132070.68,1
BRAND-1617,Brand_1617,France,2015,0.5518455301802788,Hemp,Yes,99013.32,Yes,2,207.08,Declining,B Corp,266970.0,3040420.64,1
BRAND-1618,Brand_1618,France,2024,0.20340848661878572,Tencel,No,29719.37,Yes,2,223.92,Stable,B Corp,153770.0,185733.92,1
BRAND-1619,Brand_1619,Germany,2022,0.7499737656513751,Organic Cotton,Yes,84699.78,No,11,333.56,Declining,GOTS,278000.0,3976746.56,2
BRAND-1620,Brand_1620,Australia,2021,0.5230185659805453,Hemp,No,59774.07,Yes,15,268.1,Stable,Fair Trade,271960.0,3702495.94,1
BRAND-1621,Brand_1621,Italy,2016,0.5801784769476921,Bamboo Fabric,No,86939.25,No,16,209.61,Growing,GOTS,63750.0,3778941.55,2
BRAND-1622,Brand_1622,Italy,2011,0.7696821997790806,Organic Cotton,No,92722.48,No,1,186.82,Growing,Fair Trade,422910.0,4068871.58,2
BRAND-1623,Brand_1623,China,2018,0.7662761336967702,Recycled Polyester,Yes,76045.42,No,10,107.41,Declining,GOTS,494960.0,4935475.14,2
BRAND-1624,Brand_1624,USA,2024,0.5231502234763395,Bamboo Fabric,No,66905.47,Yes,12,482.29,Stable,B Corp,296040.0,863098.68,1
BRAND-1625,Brand_1625,UK,2017,0.4856502819643226,Vegan Leather,Yes,18928.0,Yes,4,482.06,Growing,GOTS,207090.0,3366107.47,1
BRAND-1626,Brand_1626,Italy,2012,0.5840530156711684,Organic Cotton,No,22361.51,No,14,283.82,Stable,GOTS,265150.0,4270158.53,2
BRAND-1627,Brand_1627,Germany,2012,0.6202432611812685,Bamboo Fabric,Yes,69703.1,Yes,16,435.5,Declining,GOTS,395370.0,2239742.74,1
BRAND-1628,Brand_1628,Germany,2020,0.4864177987693421,Organic Cotton,Yes,41800.24,Yes,17,168.66,Stable,GOTS,295510.0,4639247.91,1
BRAND-1629,Brand_1629,France,2018,0.6145809635789709,Organic Cotton,No,44459.39,Yes,1,492.28,Stable,GOTS,438600.0,2348090.45,1
BRAND-1630,Brand_1630,India,2023,0.43261785747719905,Bamboo Fabric,Yes,89541.06,No,9,283.96,Stable,GOTS,32220.0,110390.86,2
BRAND-1631,Brand_1631,Italy,2015,0.5831076308661386,Tencel,Yes,45346.19,No,10,269.09,Growing,GOTS,395140.0,1953383.36,2
BRAND-1632,Brand_1632,UK,2020,0.5321564935258211,Tencel,Yes,78630.05,No,9,238.25,Declining,GOTS,22420.0,3306674.24,2
BRAND-1633,Brand_1633,Italy,2014,0.6200665962424521,Recycled Polyester,No,95329.54,Yes,5,335.18,Growing,GOTS,111360.0,4868840.4,1
BRAND-1634,Brand_1634,Australia,2011,0.47266924858276416,Organic Cotton,Yes,79615.6,Yes,4,165.36,Growing,GOTS,415570.0,1297459.4,1
BRAND-1635,Brand_1635,Australia,2018,0.5151392185913148,Organic Cotton,No,67753.1,No,12,472.38,Declining,GOTS,75790.0,502352.53,2
BRAND-1636,Brand_1636,Brazil,2011,0.2897613690097033,Organic Cotton,No,41969.41,No,18,57.03,Growing,B Corp,9190.0,2109390.57,2
BRAND-1637,Brand_1637,USA,2024,0.39980287528036407,Vegan Leather,Yes,33677.08,No,10,100.13,Stable,B Corp,121310.0,3237162.82,2
BRAND-1638,Brand_1638,France,2021,0.3860063450768758,Recycled Polyester,Yes,59302.2,Yes,5,174.73,Stable,GOTS,220980.0,2360448.94,1
BRAND-1639,Brand_1639,China,2020,0.3937486487764672,Hemp,No,51819.6,Yes,13,372.55,Declining,GOTS,121360.0,1822903.98,1
BRAND-1640,Brand_1640,Germany,2020,0.7840239195810546,Hemp,Yes,65869.68,No,9,492.03,Declining,B Corp,315600.0,3584746.9,2
BRAND-1641,Brand_1641,USA,2019,0.1984861471953225,Tencel,Yes,12032.74,Yes,9,215.82,Declining,OEKO-TEX,103580.0,1553092.74,1
BRAND-1642,Brand_1642,Brazil,2024,0.5007961518853631,Vegan Leather,Yes,62225.39,Yes,6,370.96,Stable,OEKO-TEX,83840.0,3931208.78,1
BRAND-1643,Brand_1643,Brazil,2018,0.7988912758063301,Vegan Leather,Yes,64808.46,No,3,469.91,Stable,GOTS,342400.0,3909855.61,2
BRAND-1644,Brand_1644,USA,2019,0.28670856362822694,Recycled Polyester,No,26739.59,Yes,11,166.37,Stable,GOTS,101230.0,3202676.18,1
BRAND-1645,Brand_1645,China,2020,0.5481904047391913,Hemp,No,52094.44,Yes,16,343.98,Growing,OEKO-TEX,337160.0,3158449.54,1
BRAND-1646,Brand_1646,Brazil,2019,0.6061199443744096,Recycled Polyester,Yes,85782.43,No,15,373.99,Growing,OEKO-TEX,148430.0,1802762.49,2
BRAND-1647,Brand_1647,Australia,2023,0.436948710918207,Organic Cotton,No,31331.48,No,18,48.27,Growing,GOTS,257200.0,3305175.76,2
BRAND-1648,Brand_1648,India,2016,0.4059909612394388,Organic Cotton,Yes,97598.44,Yes,4,188.8,Growing,GOTS,164910.0,1287670.67,1
BRAND-1649,Brand_1649,Germany,2024,0.3179286176999906,Bamboo Fabric,Yes,11901.57,Yes,10,155.75,Stable,B Corp,487940.0,813745.49,1
BRAND-1650,Brand_1650,UK,2014,0.6684941936672972,Organic Cotton,Yes,90476.0,No,14,435.72,Growing,OEKO-TEX,336500.0,331063.97,2
BRAND-1651,Brand_1651,France,2021,0.551011431259773,Hemp,No,7206.77,No,20,171.62,Stable,B Corp,389330.0,4262374.33,2
BRAND-1652,Brand_1652,Germany,2022,0.6983046612041915,Tencel,No,76421.66,No,17,285.01,Stable,B Corp,315630.0,3441719.82,2
BRAND-1653,Brand_1653,Australia,2019,0.3129340684925117,Vegan Leather,No,17882.81,No,15,358.39,Growing,GOTS,45910.0,263360.47,2
BRAND-1654,Brand_1654,India,2012,0.4607836246204926,Hemp,No,15634.18,No,17,360.71,Growing,OEKO-TEX,310440.0,773118.71,2
BRAND-1655,Brand_1655,Australia,2013,0.4281695767750052,Tencel,Yes,42355.35,Yes,2,264.59,Declining,GOTS,103750.0,4320378.69,1
BRAND-1656,Brand_1656,Italy,2019,0.7855376465412065,Recycled Polyester,Yes,95519.9,No,1,235.37,Stable,GOTS,303260.0,4954890.18,2
BRAND-1657,Brand_1657,China,2016,0.7041955895685638,Vegan Leather,Yes,96921.68,No,6,53.2,Stable,Fair Trade,458960.0,3532270.64,2
BRAND-1658,Brand_1658,France,2016,0.67348610333116,Bamboo Fabric,Yes,80965.5,Yes,2,490.33,Growing,GOTS,421650.0,1950394.88,1
BRAND-1659,Brand_1659,UK,2012,0.6189102073986754,Hemp,Yes,28496.3,No,14,206.11,Declining,GOTS,404000.0,4109550.39,2
BRAND-1660,Brand_1660,France,2012,0.37388886218612716,Hemp,No,15204.31,No,1,381.08,Stable,GOTS,38130.0,1508123.36,2
BRAND-1661,Brand_1661,UK,2018,0.4516408936341445,Vegan Leather,No,36427.37,No,20,313.52,Stable,GOTS,68460.0,2476173.61,2
BRAND-1662,Brand_1662,Italy,2020,0.3627668139139224,Recycled Polyester,No,56431.27,Yes,12,72.68,Stable,OEKO-TEX,403610.0,1251385.12,1
BRAND-1663,Brand_1663,India,2016,0.3990938473705601,Recycled Polyester,No,98000.85,Yes,17,72.75,Stable,GOTS,309320.0,887638.12,1
BRAND-1664,Brand_1664,Germany,2021,0.618702298972825,Hemp,No,8077.13,No,16,450.55,Declining,OEKO-TEX,483940.0,1755333.74,2
BRAND-1665,Brand_1665,Japan,2021,0.20199473130289244,Vegan Leather,No,8533.73,Yes,18,117.14,Growing,GOTS,237630.0,1486356.76,1
BRAND-1666,Brand_1666,Australia,2020,0.26012774628607693,Vegan Leather,No,5124.38,Yes,1,365.0,Declining,GOTS,62220.0,2034673.46,1
BRAND-1667,Brand_1667,China,2015,0.4252690900816881,Tencel,Yes,76494.89,No,7,219.46,Stable,GOTS,147170.0,126285.15,2
BRAND-1668,Brand_1668,UK,2017,0.5389032464248117,Vegan Leather,Yes,59144.48,Yes,9,317.34,Stable,GOTS,161800.0,4656998.88,1
BRAND-1669,Brand_1669,Brazil,2019,0.24643695572672683,Hemp,Yes,2136.68,Yes,11,187.91,Stable,GOTS,103220.0,3341639.07,1
BRAND-1670,Brand_1670,UK,2023,0.3503514418134216,Tencel,No,27495.38,Yes,12,434.31,Declining,Fair Trade,127340.0,1421127.86,1
BRAND-1671,Brand_1671,Brazil,2018,0.4687350732000376,Recycled Polyester,Yes,12170.01,Yes,4,417.45,Declining,GOTS,305850.0,3033561.36,1
BRAND-1672,Brand_1672,India,2017,0.5736841974771383,Hemp,Yes,31705.72,No,3,104.35,Stable,GOTS,317630.0,4942108.63,2
BRAND-1673,Brand_1673,UK,2010,0.6395951511658607,Bamboo Fabric,Yes,96797.99,No,5,201.08,Declining,OEKO-TEX,493050.0,298507.92,2
BRAND-1674,Brand_1674,Brazil,2010,0.762886387636864,Bamboo Fabric,Yes,18369.27,No,17,416.75,Declining,GOTS,470730.0,4736744.34,2
BRAND-1675,Brand_1675,Brazil,2012,0.6276120689298397,Hemp,No,56277.09,Yes,17,390.59,Growing,B Corp,459110.0,2891196.9,1
BRAND-1676,Brand_1676,Australia,2012,0.3327473596914481,Organic Cotton,Yes,74308.2,Yes,3,304.87,Growing,GOTS,59730.0,760941.51,1
BRAND-1677,Brand_1677,Italy,2019,0.2527288026329695,Vegan Leather,Yes,15875.55,Yes,18,344.57,Growing,GOTS,38890.0,1794105.71,1
BRAND-1678,Brand_1678,France,2016,0.33785588206080586,Bamboo Fabric,No,3087.44,Yes,2,442.58,Stable,GOTS,237170.0,1183947.35,1
BRAND-1679,Brand_1679,India,2021,0.6285158986312659,Tencel,Yes,67365.62,No,7,495.1,Growing,GOTS,159140.0,1809238.87,2
BRAND-1680,Brand_1680,China,2018,0.3659451241820324,Organic Cotton,No,24256.25,No,18,229.64,Stable,OEKO-TEX,273510.0,111692.73,2
BRAND-1681,Brand_1681,India,2015,0.39948087071640415,Hemp,Yes,2539.89,Yes,12,402.24,Declining,OEKO-TEX,264890.0,2640191.17,1
BRAND-1682,Brand_1682,Italy,2013,0.4929288363390043,Bamboo Fabric,Yes,2452.77,No,12,282.15,Growing,GOTS,413450.0,1886733.6,2
BRAND-1683,Brand_1683,India,2023,0.38286475294884903,Recycled Polyester,No,38272.33,Yes,4,79.22,Growing,B Corp,467890.0,1859125.22,1
